 rahogI	 raha
 bolA - merI	 bolA - merA
 bolI - ammAM	 bolI - ammAM
 Tela - TAlakara	 Tela - TAlakara
 dUbane - uwarAne	 dUba - uwarA
 kaha - sunakara	 kaha - suna
 liKAe	 liKA
 xewA - saba	 xe - saba
 bolI - BAiyo	 bolI - BAiyo
 kahiye	 kahiyA
 cabavA	 cabavA
 bana - bana	 bana - bana
 WI - na	 WA - na
 sUnA - sUnA	 sUnA - sUnA
 PazsAnA	 PazsA
 kahA - holI	 kahA - holI
 kahA - saca	 kahA - saca
 pUCA - kyA - kyA	 pUCa - kyA - kyA
 huA - merI	 ho - merA
 iMxu - nahIM	 iMxu - nahIM
 kahA - rUTa	 kahA - rUTa
 kacotane	 kacota
 xeKo - kiwane	 xeKo - kiwanA
 kata - katakara	 kata - kata
 bolI - acCI	 bolI - acCA
 Kene	 Ke
 bole - miwrAå	 bola - miwrA
 macalawI	 macala
 xiyA - Apa	 xiyA - Apa
 eka - sI	 eka - sI
 kiyA - mEM	 kara - mEM
 xiyA - usane	 xiyA - usanA
 kiyA - hAM	 kara - hAz
 hE - ahA	 hE - ahA
 socA - hA	 socA - hA
 xoharAne	 xoharA
 calane - Pirane	 calanA - Pira
 hareM	 hara
 cillA - cillAkara	 cillA - cillA
 kahA - unheM	 kahA - vaha
 guzWe	 guzWa
 gayA - hAya - hAya	 jA - hAya - hAya
 hUM - merI	 hE - merA
 gaI - eka	 jA - eka
 gAwe - bajAwe	 gA - bajA
 baMtA	 baMtA
 bole - kaBI	 bola - kaBI
 gae - mere	 jA - merA
 soPZiyA - merI	 soPZiyA - merA
 hazsawA - bolawA	 hazsawA - bola
 jAwA - hukma	 jA - hukma
 milA - milAkara	 milA - milA
 lagA - xeKo	 lagA - xeKo
 gayA - yaha	 jA - yaha
 gaye - palaMga	 jA - palaMga
 hE - iwanA	 hE - iwanA
 KataKatAwe	 KataKatA
 WI - usake	 WA - usaka
 CinavAne	 CinavA
 jazcane	 jazca
 kahA - ahA	 kahA - ahA
 pahuzcAUzgI	 pahuzcA
 gayA - bIwA	 jA - bIwA
 BarrAne	 BarrA
 mAzga - mAzgakara	 mAzga - mAzga
 JelA	 JelA
 liye - liye	 liye - liye
 soPZiyA - isalie	 soPZiyA - isalie
 mazgavAnA	 mazgavA
 adZeM	 adZa
 JuzJalAyA	 JuzJalA
 bAvarI - sI	 bAvarA - sI
 kahA - kiwanA	 kahA - kiwanA
 jazcawI	 jazca
 tikawA	 tika
 lage - kyA	 lagA - kyA
 xeKA - nahIM	 xeKA - nahIM
 kahA - calawe - calawe	 kahA - cala - cala
 livAkara	 livA
 bole - aMXe	 bola - aMXA
 kahA - iwanI	 kahA - iwanI
 kahA - jarA	 kahA - jarA
 bawAI - cupa	 bawA - cupa
 lage - mEM	 lagA - mEM
 paDZAwI	 paDZA
 CalaCalAyI	 CalaCalA
 hE - ve	 hE - vaha
 buJAI	 buJAI
 xI - GabarAo	 xe - GabarA
 BediyZA	 BediyZA
 jutAyA	 jutA
 milane - BeMtane	 mila - BeMta
 lagI - ladZakI	 lagA - ladZakI
 kiyA - yaha	 kara - yaha
 bajAyegA	 bajA
 pasArakara	 pasAra
 cAKA	 cAKA
 hUM - WAyasa	 hE - WAyasa
 karawe - XArawe	 karawA - XArawe
 kadakZI	 kadakZa
 jyoM - kI - wyoM	 jyoM - kA - wyoM
 gaI - Pira	 jA - Pira
 wirane	 wiranA
 paDZAyA - liKAyA	 paDZA - liKA
 TahareMge	 Tahara
 kiyA - wumhIM	 kara - wU
 satakara	 sata
 jAo - aBI	 jA - aBI
 kaha - suna	 kaha - suna
 sahamawe	 sahama
 banawe - banawe	 bana - bana
 xiKalAve	 xiKalAvA
 PirAyA	 PirA
 ucaka - ucakakara	 ucaka - ucaka
 bawAvegI	 bawAvegI
 lagA - lagAkara	 lagA - lagA
 lagA - usa	 lagA - vaha
 nApa	 nApa
 hicaka	 hicaka
 oDZa - pahana	 oDZa - pahana
 biwAyIM	 biwA
 lIpa - powakara	 lIpa - powa
 pUCA - julUsa	 pUCa - julUsa
 xiyA - hAM	 xiyA - hAz
 Pazsa - PazsA	 Pazsa - PazsA
 rahA - kahAM	 raha - kahAM
 jilAyA - KilAyA	 jilA - KilA
 Dazkakara	 Dazka
 gayA - kyA	 jA - kyA
 EMTawe	 EMTa
 uBarawI	 uBara
 cillAnA	 cillA
 TiTurakara	 TiTura
 Bara - Barakara	 Bara - Bara
 leta - lete	 leta - letA
 KenA	 Ke
 kilakArane	 kilakAra
 kiyA - gavarnameMta	 kara - gavarnameMta
 lagIM - vinayasiMha	 laga - vinayasiMha
 xeKawe - xeKawe	 xeKa - xeKa
 ataka - atakakara	 ataka - ataka
 samaJAwA - mere	 samaJA - merA
 bolavAne	 bolavA
 bolI - bETI	 bolI - bETa
 girawe - girawe	 gira - gira
 XoyegA	 Xo
 ulatawe	 ulata
 bolIM - Apake	 bola - Apa
 pitawA	 pita
 bolIM - ApakI	 bola - Apa
 hue - wumhAre	 ho - wU
 BagAnA	 BagA
 gayA - dOYktara	 jA - dOYktara
 sUraxAsa - mEM	 sUraxAsa - mEM
 GaNtI	 GaMtI
 biCadZI	 biCadZa
 kahA - rohiNI	 kahA - rohiNI
 kahe - sune	 kahA - suna
 Palawe - PUlawe	 Pala - PUla
 soPiyA - muJase	 soPiyA - muJasA
 JidZakakara	 JidZaka
 milanA - julanA	 mila - julanA
 pahuMcAyA - apane	 pahuMcA - apanA
 pIUzgI	 pIUzgI
 xuharAne	 xuharA
 xewI - hama	 xe - mEM
 nikale - yaha	 nikala - yaha
 biwAnA	 biwA
 KojanI	 Koja
 hE - jEsA	 hE - jEsA
 tatola - tatolakara	 tatola - tatola
 GUmUzgI	 GUma
 bole - aba	 bola - aba
 bolIM - aba	 bola - aba
 hUz - pAlI	 hE - pAlI
 bahale	 bahala
 KadZe - KadZe	 KadZA - KadZA
 gira - girA	 gira - girA
 jutane	 juta
 uTI - yaha	 uTA - yaha
 hE - wo	 hE - wo
 BarUz	 Bara
 Kilawe	 Kila
 kahA - swriyAM	 kahA - swrI
 xiKA - xiKAkara	 xiKA - xiKA
 satAkara	 satA
 hilane - dolane	 hila - dola
 bolA - merA	 bolA - merA
 bole - hama	 bola - mEM
 palatiyegA	 palata
 WA - ahA	 WA - ahA
 uTA - isameM	 uTA - yaha
 bole - aBI	 bola - aBI
 howe - howe	 ho - ho
 sahUz	 saha
 kahe - wuma	 kahA - wU
 baDZAwI	 baDZA
 paDZawe - paDZawe	 paDZa - paDZa
 mawa	 mawa
 padZawI - soPZiyA	 padZa - soPZiyA
 PAdZa - PAdZakara	 PAdZa - PAdZa
 WI - para	 WA - para
 pahanAo	 pahanA
 xeKane - sunane	 xeKa - suna
 kahA - yAro	 kahA - yAro
 bolI - BABI	 bolI - BABI
 PazsAyA	 PazsA
 darawe - darawe	 dara - dara
 catakAwI	 catakA
 razga	 razga
 sulagane	 sulaga
 nahIM - mEM	 nahIM - mEM
 BarI - hama	 BarA - mEM
 kahA - nahIM	 kahA - nahIM
 CaztegA	 Cazta
 We - mAzgawA	 WA - mAzga
 bajAo	 bajA
 litAI	 litA
 jAne - jAne	 jAna - jAna
 teDZo - teDZo	 teDZo - teDZo
 XulI	 XulA
 kie - XAre	 kara - XAre
 hUM - merA	 hE - merA
 kahA - yahI	 kahA - yahI
 pUCA - kyA	 pUCa - kyA
 kahA - hAM	 kahA - hAz
 socawe - socawe	 soca - soca
 We - jagaw	 WA - jagaw
 kiyA - wuma	 kara - wU
 ema	 ema
 kahA - iMxraxawwA	 kahA - iMxraxawwA
 kalpiwa - BejI	 kalpiwa - Beja
 kiyA - basa	 kara - basa
 nikAla - nikAla	 nikAla - nikAla
 WA - yaha	 WA - yaha
 haMsa - haMsakara	 haMsa - haMsa
 kahA - hAya	 kahA - hAya
 rAwa - Bara	 rAwa - Bara
 wodZawI	 wodZa
 kahawA - hamane	 kaha - mEM
 socawe - vicArawe	 soca - vicAra
 lI - magara	 le - magara
 lagI - KadZe	 lagA - KadZA
 gayA - are	 jA - are
 GumAI	 GumA
 wale - xabI	 wale - xabA
 kahA - na	 kahA - na
 biwAveM	 biwA
 pUCA - soPI	 pUCa - soPI
 pUCA - kiXara	 pUCa - kiXara
 teDZI - meDZI	 teDZA - meDZI
 ulata - palatakara	 ulata - palata
 samhalakara	 samhala
 lewe - xewe	 le - xe
 haMseM	 haMsa
 kahA - A	 kahA - A
 xiKalAye	 xiKalA
 bolIM - mEMne	 bola - mEM
 pucakArawe	 pucakAra
 hogI - yamunA	 ho - yamunA
 jAegA - kahe	 jA - kahA
 AIM - bolawI	 A - bola
 kahA - xAxA	 kahA - xAxA
 lagakara	 laga
 kI - Bagavan	 kA - Bagavan
 xeKA - sAmane	 xeKA - sAmane
 AiyegA	 A
 jAyaz	 jAyaz
 nikalA - kyA	 nikalA - kyA
 lagI - jEsA	 lagA - jEsA
 baxalawe - baxalawe	 baxala - baxala
 WI - kyA	 WA - kyA
 kahawe - xuSmana	 kaha - xuSmana
 parasanA	 parasa
 cukAkara	 cukA
 le - xe	 le - xe
 cota - sI	 cota - sI
 bolI - bahana	 bolI - bahana
 Catakakara	 Cataka
 hE - suMxara	 hE - suMxara
 bIwawA	 bIwa
 pUCA - acCA	 pUCa - acCA
 GadZI - Bara	 GadZI - Bara
 kiyA - wo	 kara -hh wo
 Wama	 Wama
 beceMba	 beceMba
 gudZagudZAne	 gudZagudZA
 bahAwI	 bahA
 bolI - jAkara	 bolI - jA
 xeKA - vyApaka	 xeKA - vyApaka
 hE - vEse	 hE - vEse
 kahA - weyAla	 kahA - weyAla
 gAeM - BEMse	 gA - BEMsA
 kI - sI	 kA - sI
 sAbira - nikalawe	 sAbira - nikala
 kaha - kahakara	 kaha - kaha
 palane	 pala
 uCAla	 uCAla
 raha - rahakara	 raha - raha
 bETA - bETAkara	 bETA - bETA
 bulAogI	 bulA
 uTane - bETane	 uTa - bETanA
 SUla - sI	 SUla - sI
 TukarAezgI	 TukarA
 kahA - mere	 kahA - merA
 bulAUz	 bulA
 lete - hI - lete	 letA - hI - letA
 kahA - jahAM	 kahA - jahAM
 raMgA	 raMgA
 kahA - gahane	 kahA - gahanA
 kahA - aMXA	 kahA - aMXA
 ma	 ma
 bolIM - hama	 bola - mEM
 bolA - kyA	 bolA - kyA
 nikAlanA - samaJI	 nikAla - samaJa
 WI - EsI	 WA - EsA
 JIma	 JIma
 bole - mEM	 bola - mEM
 I	 I
 bolI - rupaye	 bolI - rupayA
 kahA - bAlaka	 kahA - bAlaka
 kahA - GaNtI	 kahA - GaMtI
 JilamilA	 JilamilA
 kariyegA	 kara
 pIUzgA	 pIUzgA
 WI - xasa	 WA - xasa
 CodZUMgA	 CodZa
 BEroM - kahIM	 BEroM - kahIM
 xiyA - wuma	 xiyA - wU
 kahA - himAkawa	 kahA - himAkawa
 Cuo	 CU
 JiMJodZane	 JiMJodZa
 kiyA - TIka	 kara - TIka
 uwarane - caDanYe	 uwara - caDanYe
 DulakA	 DulakA
 kahA - CodZa	 kahA - CodZa
 CapI	 CapA
 We - wumhArI	 WA - wU
 gunagunAkara	 gunagunA
 xI - wo	 xe - wo
 becUMgA	 beca
 We - hukkAma	 WA - hukkAma
 xI - mEM	 xe - mEM
 ciDZane	 ciDZanA
 bAzXawA	 bAzXa
 raKawA - Ese	 raKa - Ese
 xewe - kahAz	 xe - kahAz
 lIjiye	 le
 gayI - jEse	 jA - jEse
 BEroM - nikala	 BEroM - nikala
 We - jinase	 WA - jo
 caDZawA - uwarawA	 caDZa - uwara
 lie - lie	 lie - lie
 galane	 gala
 cAhawI - cAhe	 cAha - cAhe
 ODZe	 ODZe
 BarI - kaBI	 BarA - kaBI
 jAna - sI	 jAna - sI
 teka	 teka
 samhAlakara	 samhAla
 pUCA - werI	 pUCa - wU
 bolI - wuma	 bolI - wU
 GolUz	 Gola
 bETe - biTAe	 bETa - biTA
 xeKA - vijaya	 xeKA - vijaya
 hEM - eka	 hE - eka
 jAya - muJe	 jAya - mEM
 huA - apane	 ho - apanA
 pUCA - vahAz	 pUCa - vahAz
 WI - SarAbI	 WA - SarAbI
 pUCA - kahie	 pUCa - kaha
 hE - yA	 hE - yA
 calAyI	 calA
 hE - yaha	 hE - yaha
 kahA - mEdama	 kahA - mEdama
 bAztawI	 bAzta
 kasakawA	 kasaka
 xiyA - muJe	 xiyA - mEM
 CidZakane	 CidZakanA
 uCale - yaxe	 uCala - yaxe
 kahA - sAhaba	 kahA - sAhaba
 Gulane	 Gula
 kahA - Apase	 kahA - ApasA
 bole - kyA	 bola - kyA
 ekataka	 ekataka
 lagA - cipatA	 lagA - cipatA
 piroye	 piro
 kiyA - gopAla	 kara - gopAla
 pUCA - saba	 pUCa - saba
 bawAI - Apa	 bawA - Apa
 pahuzcAez	 pahuzcA
 hEM - badZA	 hE - badZA
 gala - galakara	 gala - gala
 bajawI	 baja
 litAne	 litA
 kahA - kahie	 kahA - kaha
 kahA - rAMda	 kahA - rAMda
 liKA - Akara	 liKA - Akara
 mArA - mArA	 mArA - mArA
 kahawI - xeKA	 kaha - xeKA
 xe - xilAkara	 xe - xilA
 TiTakA	 TiTakA
 bahalAyegA	 bahalA
 nAcawe - gAwe	 nAca - gA
 WA - mAwA	 WA - mAwA
 gayA - miyAzjI	 jA - miyAzjI
 bole - mAro	 bola - mAra
 jala - jalakara	 jala - jalakara
 galI - galI	 galI - galI
 yaWA	 yaWA
 hUz - jEse	 hE - jEse
 bolA - Aha	 bolA - Aha
 bAzXAÚ	 bAzXa
 galakara	 gala
 sAbira - aba	 sAbira - aba
 xiKane	 xiKa
 samaJAwe - samaJAwe	 samaJA - samaJA
 kahA - BABI	 kahA - BABI
 badZabadZAwe	 badZabadZA
 milawI - julawI	 mila - julawI
 WA - vEse	 WA - vEse
 sakawA - kiwanA	 sakawA - kiwanA
 bolI - yahAM	 bolI - yahAM
 kahA - ladZakA	 kahA - ladZakA
 huA - ye	 ho - yaha
 DUzDZawI	 DUzDZa
 bolI - jahAM	 bolI - jahAM
 rUka - rUkakara	 rUka - rUka
 tapAtapa	 tapAtapa
 liyA - TIka	 le - TIka
 luka - Cipakara	 luka - Cipa
 baDanYe	 baDanYe
 ho - BUla	 ho - BUla
 kahA - hamAre	 kahA - mEM
 KAogI	 KA
 parasane	 parasa
 hE - mEM	 hE - mEM
 TaharawA	 Tahara
 bolI - hadZawAla	 bolI - hadZawAla
 CodZzIgA	 CodZzIgA
 socA - maTaXAriyoM	 socA - maTaXArI
 samaJA - muJe	 samaJA - mEM
 xiKalA	 xiKalA
 paDZavAUzgA	 paDZavA
 gayA - sA	 jA - sA
 cOdZI - cakalI	 cOdZA - cakalI
 ladZaKadZAye	 ladZaKadZA
 vlAwe	 vlAwe
 milawe - julawe	 mila - julawe
 GasItawA	 GasIta
 lie - xie	 lie - xe
 raha - raha	 raha - raha
 socane - samaJane	 soca - samaJa
 bolIM - wU	 bola - wU
 XulA	 XulA
 lajAnA	 lajA
 bole - isake	 bola - yaha
 uwAra - uwArakara	 uwAra - uwAra
 bajIM	 baja
 hue - se	 ho - se
 bane - Tane	 bana - Tana
 banAwA - bigAdZawA	 banA - bigAdZa
 padUMba	 padUMba
 rahe - BAgo	 raha - BAga
 xeKA - yamunA	 xeKA - yamunA
 kAtI - mEM	 kAta - mEM
 lenA - xenA	 le - xe
 bole - nIMxa	 bola - nIMxa
 pUCA - agara	 pUCa - agara
 Cina - Bara	 Cina - Bara
 bolI - aba	 bolI - aba
 gunagunAyA	 gunagunA
 biwAUzgI	 biwA
 uTI - rAjakumAra	 uTA - rAjakumAra
 CedZI - amara	 CedZa - amara
 jAyazge	 jAyazge
 hE - o	 hE - o
 xI - mEMne	 xe - mEM
 AwI - jAwI	 A - jA
 kahA - bAbA	 kahA - bAbA
 kahA - merA	 kahA - merA
 xeKA - usa	 xeKA - vaha
 ulaJAne	 ulaJA
 pacawI	 paca
 WI - koI	 WA - koI
 ubalawI	 ubala
 iMxraxawwA - nahIM	 iMxraxawwA - nahIM
 kahA - uxAsa	 kahA - uxAsa
 WA - hAya	 WA - hAya
 hE - na	 hE - na
 Cine	 Cina
 xeKA - lahazgA - kurawA	 xeKA - lahazgA - kurawA
 lagAnevAle	 lagA
 samaJawe - kyoMki	 samaJa - kyoMki
 pahuzcawe - pahuzcawe	 pahuzca - pahuzca
 TAnawe	 TAna
 xiyA - sAhaba	 xiyA - sAhaba
 kahA - wumhArI	 kahA - wU
 gayA - pakkA	 jA - pakkA
 bolA - mAlUma	 bolA - mAlUma
 kahA - r	 kahA - r
 mAno - svAXIna	 mAno - svAXIna
 gayA - unheM	 jA - vaha
 caDZo	 caDZa
 kahA - mubAraka	 kahA - mubAraka
 KAyA - KilAyA	 KA - KilA
 KelA - KelAkara	 KelA - KelA
 kahe - merI	 kahA - merA
 kahA - cacA	 kahA - cacA
 xiyA - wumheM	 xiyA - wU
 xuwAkarawe	 xuwAkarawe
 warasa - warasakara	 warasa - warasa
 lI - Apa	 le - Apa
 cAhiye	 cAha
 cupake - se	 cupake - se
 lage - samaJa	 lagA - samaJa
 gadZAkara	 gadZA
 Pala - PUla	 Pala - PUla
 kahA - miyAz	 kahA - miyAz
 marawe - marawe	 marawA - marawA
 hE - jaba	 hE - jaba
 bolI - vinaya	 bolI - vinaya
 AyA - kahIM	 AyA - kahIM
 iXAra - uXAra	 iXAra - uXAra
 banAnA - muJe	 banA - mEM
 satA	 satA
 tikakara	 tika
 ho - pahale	 ho - pahale
 baniyegA	 bana
 nikAlanikAlakara	 nikAlanikAlakara
 batorA	 batorA
 PUzka - PUzkakara	 PUzka - PUzka
 pacAne	 pacA
 AnA - aBI	 AnA - aBI
 bolI - viliyama	 bolI - viliyama
 bolA - vaha	 bolA - vaha
 Pere	 PerA
 baDawI	 baDawA
 haMsa - Kelakara	 haMsa - Kela
 gayA - suKaxA	 jA - suKaxA
 jagI	 jagI
 xiyA - BAI	 xiyA - BAI
 muskurAI	 muskurA
 powa - powakara	 powa - powa
 jage	 jagA
 DUzDZane	 DUzDZa
 pale	 pale
 kahA - bahuwa	 kahA - bahuwa
 WA - mUdZI	 WA - mUdZa
 bole - ajI	 bola - ajI
 mazdarA	 mazdarA
 saka - hI - saka	 saka - hI - saka
 atakA	 atakA
 pahanUzgI	 pahana
 hazsawe - bolawe	 hazsawA - bola
 kahA - baxahavAsa	 kahA - baxahavAsa
 nOkara - cAkara	 nOkara - cAkara
 AwA - calakara	 A - cala
 karawe - karawe	 karawA - karawA
 bole - bahuwa	 bola - bahuwa
 soPI - ho	 soPI - ho
 nocawI	 noca
 ulaJAnA	 ulaJA
 bole - BAga	 bola - BAga
 kahawIM - yahI	 kaha - yahI
 kahane - sunane	 kahanA - suna
 kahA - kuCa	 kahA - kuCa
 kazpa	 kazpa
 xiyA - Aha	 xiyA - Aha
 bahalAve	 bahalAvA
 bajA - bajAkara	 bajA - bajA
 lagAvegA	 lagAvegA
 BIMga	 BIMga
 cinagAriyAz - sI	 cinagArI - sI
 kahA - vESya	 kahA - vESya
 	
 kahA - una	 kahA - vaha
 hEM - E	 hE - E
 pAvE	 pAvE
 kahA - usa	 kahA - vaha
 xiyA - Ao	 xiyA - Ao
 hogA - nahIM	 ho - nahIM
 huA - yaha	 ho - yaha
 rokA - KUba	 roka - KUba
 gaI - EsA	 jA - EsA
 WI - agara	 WA - agara
 caliye	 cala
 lage - wuma	 lagA - wU
 uwArawIM	 uwAra
 pacegI	 paca
 jamane	 jama
 kahA - xayA	 kahA - xayA
 kahA - kama - se - kama	 kahA - kama - se - kama
 CedZA - jaba	 CedZA - jaba
 kahA - sagAI	 kahA - sagAI
 bolI - unheM	 bolI - vaha
 xuharAyA - hAz	 xuharAyA - hAz
 saXane	 saXa
 bulavAoge	 bulavA
 GUmA - PirA	 GUmA - PirA
 KilAne - pilAne	 KilA - pilA
 tUtegA	 tUta
 DAMpa - DAMpakara	 DAMpa - DAMpa
 barasAo	 barasA
 baheM	 baha
 nikammA	 nikammA
 pakara	 pakara
 kahA - yA	 kahA - yA
 KilA - KilAkara	 KilA - KilA
  - uwArakara	 - uwAra
 WI - were	 WA - wU
 kahA - praBu	 kahA - praBu
 bolA - bigadZI	 bolA - bigadZA
 Wara - Wara	 Wara - Wara
 jutAkara	 jutA
 bAzXane	 bAzXa
 kAtA - waba	 kAtA - waba
 kahA - ladZakiyAM	 kahA - ladZakI
 badI - bUDi	 badI - bUDi
 bowe	 bowA
 karAhA	 karAha
 TukarAwe	 TukarA
 hawabuxXi - sI	 hawabuxXi - sI
 kahA - skIma	 kahA - skIma
 bolI - pAhune	 bolI - pAhunA
 bole - isakA	 bola - yaha
 WA - KuxA	 WA - KuxA
 manAne - samaJAne	 manA - samaJA
 waka - rahUzgA	 waka - raha
 kiyA - kuCa	 kara - kuCa
 lagAI - pAxadZI	 lagAI - pAxadZI
 pataka - patakakara	 pataka - pataka
 rulA	 rulA
 kahA - kOna	 kahA - kOna
 gA - gAkara	 gA - gA
 kahawe - basa	 kaha - basa
 pUCA - wumheM	 pUCa - wU
 karake - hama	 karakA - mEM
 Juka - Jukakara	 Juka - Juka
 hatAye	 hatA
 pUCA - lekina	 pUCa - lekina
 PeMkA - Ora	 PeMkA - Ora
 huA - xArogA	 ho - xArogA
 kAtI - nahIM	 kAta - nahIM
 kaheM - suneM	 kaha - suna
 PUla - sI	 PUla - sI
 pUCA - yahAM	 pUCa - yahAM
 xeKakara - jisase	 xeKa - jo
 mAna - manAva	 mAna - manAva
 huye	 ho
 uTA - nahIM	 uTA - nahIM
 jAuM	 jAuM
 AUz - bolo	 A - bola
 kahA - nahIM - nahIM	 kahA - nahIM - nahIM
 gayI - maMgala	 jA - maMgala
 sunawe - sunawe	 suna - suna
 siKAyI	 siKA
 gayA - vahI	 jA - vahI
 liKawe - liKawe	 liKa - liKa
 sahawe - sahawe	 saha - saha
 hE - ArawI	 hE - ArawI
 jutAnI	 jutA
 calAve	 calAve
 JukawA	 Juka
 AyA - mEM	 AyA - mEM
 bInakara	 bIna
 bahAye	 bahA
 AnA - jAnA	 AnA - jAna
 bawAo - aba	 bawA - aba
 mAMgawA - KAwA	 mAMga - KAwA
 WA - yahI	 WA - yahI
 muskurAne	 muskurA
 nikalA - jA	 nikalA - jA
 mAMga - mAMgakara	 mAMga - mAMga
 jUdZA	 jUdZA
 kahA - usakI	 kahA - usaka
 biwAye	 biwA
 xeKA - jAna	 xeKA - jAna
 dUbawA - uwarAwA	 dUba - uwarA
 piogI	 pI
 kahA - usako	 kahA - usaka
 sajAkara	 sajA
 wadZapa - wadZapakara	 wadZapa - wadZapa
 kahA - XArmAvawAra	 kahA - XArmAvawAra
 KA - pIkara	 KA - pI
 Guta - Gutakara	 Guta - Guta
 PuPakAra	 PuPakAra
 kahA - pahale	 kahA - pahale
 karawe - XAmakI	 karawA - XAmakI
 kahanA - sunanA	 kahanA - suna
 hE - jisane	 hE - jo
 hAzkane	 hAzka
 jAgegI	 jAga
 pUCA - arjI	 pUCa - arjI
 xUMgI - agara	 xe - agara
 mAlUma - mEMne	 mAlUma - mEM
 bolI - wela	 bolI - wela
 GUmawA - PirawA	 GUma - Pira
 WA - saba - ke - saba	 WA - saba - kA - saba
 ro - rokara	 ro - ro
 pUCA - BEyA	 pUCa - BEyA
 sisaka - sisakakara	 sisaka - sisaka
 xoharAwA	 xoharA
 kADZa	 kADZa
 wIra - sI	 wIra - sI
 cipaka	 cipaka
 Cipawe	 Cipa
 bETe - xeKo	 bETa - xeKo
 soPI - mEM	 soPI - mEM
 bole - wuma	 bola - wU
 soPZiyA - EsA	 soPZiyA - EsA
 poMCA	 poMCA
 bole - soPZiyA	 bola - soPZiyA
 xI - kiXAra	 xe - kiXAra
 PElAez	 PElA
 kIM - calakara	 kara - cala
 xI - yaha	 xe - yaha
 lagA - wo	 lagA - wo
 huA - wuma	 ho - wU
 bolI - hAM	 bolI - hAz
 bolA - yAro	 bolA - yAro
 bolI - hAz	 bolI - hAz
 pUCA - wuma	 pUCa - wU
 sisakawI	 sisakawA
 bigadZegI	 bigadZa
 bolA - aba	 bolA - aba
 kahA - kqRaka	 kahA - kqRaka
 WIM - misarAina	 WA - misarAina
 KujA - KujA	 KujA - KujA
 kahA - lIjie	 kahA - le
 Awe - hI - Awe	 A - hI - A
 bolA - lAhOla	 bolA - lAhOla
 baMXAwI	 baMXA
 bolA - yahI	 bolA - yahI
 hE - TAkurajI	 hE - TAkurajI
 xiyA - bahuwa	 xiyA - bahuwa
 bETI - wuma	 bETa - wU
 rahI - jIwI	 raha - jIwA
 bawAyegI	 bawA
 alApoge	 alApa
 kahA - sUre	 kahA - sUre
 cale - govarXanaxAsa	 calA - govarXanaxAsa
 Bogakara	 Boga
 bole - hAz	 bola - hAz
 ginawe - ginawe	 gina - gina
 raKavA	 raKavA
 bolI - badZI	 bolI - badZI
 kahA - aba	 kahA - aba
 ho - isakA	 ho - yaha
 sunAveM	 sunA
 gayA - marajAxa	 jA - marajAxa
 wodanYA	 wodanYA
 xeKawe - hI - xeKawe	 xeKa - hI - xeKa
 kahA - ye	 kahA - yaha
 XAݡA	 XA
 basIM	 basa
 malavAkara	 malavA
 Gula - Gulakara	 Gula - Gula
 huA - Apa	 ho - Apa
 WA - alaga	 WA - alaga
 jAne - samaJe	 jAna - samaJa
 bazXa	 bazXa
 lagA - yaha	 lagA - yaha
 bolA - mere	 bolA - merA
 rahegA - vaha	 raha - vaha
 tatoliye	 tatola
 jAegA - kaBI - kaBI	 jA - kaBI - kaBI
 JukegI	 Juka
 AI - hamArA	 A - mEM
 DalA	 DalA
 bolA - hatA	 bolA - hatA
 luDakZane	 luDakZanA
 niBane	 niBa
 jI - wumako	 jI - wU
 bolI - muJe	 bolI - mEM
 bETAez	 bETA
 uTAUzgI	 uTA
 niBAoge	 niBA
 banawe - bigadawe	 bana - bigadawe
 kahA - wumhArA	 kahA - wU
 uMdZelauMdZelakara	 uMdZelauMdZelakara
 PuPakArA	 PuPakAra
 rUTanA	 rUTa
 hadZapane	 hadZapa
 WI - Aha	 WA - Aha
 lage - swriyAz	 lagA - swrI
 PUte	 PUtA
 livAwA	 livA
 hilawe - dulawe	 hila - dula
 bolI - aBI	 bolI - aBI
 bana - Tanakara	 bana - Tana
 vinaya - muJe	 vinaya - mEM
 wAhira - hujUra	 wAhira - hujUra
 bisAre	 bisAra
 WI - Aja	 WA - Aja
 paDZane - liKane	 paDZa - liKa
 dAMtA - wU	 dAMta - wU
 bole - bETe - bETe	 bola - bETa - bETa
 lotawI	 lota
 xI - badZA	 xe - badZA
 soyI	 soyA
 gaye - kiMciw	 jA - kiMciw
 bole - acCA	 bola - acCA
 Japata	 Japata
 xina - ke - xina	 xina - kA - xina
 takarAyA	 takarA
 bolA - kisase	 bolA - kOna
 ragadZa - ragadZakara	 ragadZa - ragadZa
 kahA - Apako	 kahA - Apa
 jA - jAkara	 jA - jA
 pUCA - betA	 pUCa - betA
 lota - lota	 lota - lota
 huA - wumase	 ho - wumasA
 kahA - hameM	 kahA - mEM
 PUta - PUta	 PUta - PUta
 kahA - suBAgI	 kahA - suBAgI
 paDZa - liKa	 paDZa - liKa
 panA	 panA
 sawAne	 sawA
 WA - yahAz	 WA - yahAz
 udZa - udZakara	 udZa - udZa
 lagAyegI	 lagA
 xiyA - kaBI	 xiyA - kaBI
 girawe - padZawe	 gira - padZa
 jagawI	 jaga
 sazvarawe	 sazvara
 bolA - salAha	 bolA - salAha
 liKawe - paDZawe	 liKa - paDZa
 cimatawe	 cimata
 huI - kASa	 ho - kASa
 macAwA - wU	 macA - wU
 xiyA - yahAM	 xiyA - yahAM
 Jukawe	 Juka
 pUCA - KEra	 pUCa - KEra
 mAra - mAra	 mAra - mAra
